"","year","age_group_5_years","race_eth","first_degree_hx","age_menarche","age_first_birth","BIRADS_breast_density","current_hrt","menopaus","bmi_group","biophx","breast_cancer_history","count"
"1270",2015,1,4,1,1,4,3,0,1,3,0,0,1
"1271",2013,7,3,0,9,9,2,0,9,2,1,1,1
"1272",2014,12,1,1,1,1,3,0,2,9,1,1,1
"1273",2015,8,1,0,2,4,3,9,2,1,0,9,5
"1274",2015,6,3,9,9,0,3,0,1,2,0,0,1
"1275",2015,6,2,1,2,1,2,0,2,4,0,0,1
"1276",2017,5,9,0,2,4,2,0,1,3,0,0,4
"1277",2016,7,2,0,2,2,2,0,3,3,0,0,4
"1278",2014,5,2,1,2,4,2,0,1,1,0,0,2
"1279",2016,6,5,0,1,0,2,0,9,3,0,0,3
"1280",2013,11,1,0,9,2,2,0,2,1,1,0,18
"1281",2016,12,2,0,9,4,2,0,2,9,1,0,1
"1282",2014,9,2,0,9,0,1,0,2,4,0,0,14
"1283",2014,8,5,1,2,2,3,9,2,2,0,0,1
"1284",2014,6,1,0,0,4,3,0,1,1,1,0,21
"1285",2013,9,6,1,2,2,2,0,2,2,0,0,1
"1286",2014,7,6,1,1,0,4,9,3,9,0,0,1
"1287",2015,9,1,1,9,4,9,0,2,9,1,1,2
"1288",2017,8,1,0,0,1,2,9,2,2,0,9,1
"1289",2016,10,1,0,9,1,2,1,2,2,1,1,4
"1290",2017,9,9,0,9,4,2,0,2,9,1,1,2
"1291",2014,10,2,0,9,2,3,0,2,9,1,0,1
"1292",2017,5,5,0,2,3,4,0,1,1,1,0,1
"1293",2016,11,1,0,0,2,2,9,2,4,1,9,1
"1294",2015,12,1,1,2,1,2,0,2,4,0,1,1
"1295",2017,11,1,1,0,0,3,9,2,9,9,1,1
"1296",2013,10,1,1,9,1,1,0,2,3,1,1,9
"1297",2015,7,5,0,2,9,2,0,9,9,0,0,2
"1298",2014,9,5,0,1,4,2,9,2,3,0,9,1
"1299",2017,9,5,0,9,2,3,0,2,1,0,0,2
"1300",2014,6,2,0,2,2,3,0,3,1,0,0,2
"1301",2013,7,1,1,1,0,2,0,2,2,1,0,4
"1302",2013,10,1,9,2,4,2,9,2,2,0,9,1
"1303",2015,8,6,0,9,2,2,0,2,2,1,1,2
"1304",2016,7,1,1,9,9,1,9,3,3,0,0,1
"1305",2014,11,3,1,9,9,3,9,2,9,0,0,1
"1306",2015,10,1,9,9,9,1,0,2,2,0,9,1
"1307",2016,7,2,1,2,1,2,0,9,3,0,0,1
"1308",2016,8,2,0,1,2,1,9,2,3,0,9,1
"1309",2015,8,1,0,9,0,2,0,2,3,9,0,2
"1310",2015,7,1,1,9,9,2,0,3,1,1,1,1
"1311",2015,7,1,9,9,9,2,0,9,9,1,9,1
"1312",2013,9,9,0,0,0,2,0,2,9,0,0,9
"1313",2015,4,1,0,9,1,3,0,1,1,1,9,2
"1314",2014,7,2,0,1,3,3,0,3,4,0,0,2
"1315",2014,2,2,0,9,0,2,0,1,9,0,9,4
"1316",2014,2,9,1,9,9,3,0,9,9,0,0,1
"1317",2017,8,1,0,9,0,1,0,2,4,1,9,1
"1318",2016,8,3,0,9,3,3,0,2,1,1,0,21
"1319",2015,9,9,0,1,0,2,0,2,2,0,0,9
"1320",2013,7,1,0,9,9,1,9,9,2,0,0,1
"1321",2014,9,1,1,9,0,1,0,2,3,1,1,3
"1322",2015,5,5,0,0,1,3,0,3,3,0,0,5
"1323",2014,7,1,1,9,9,1,0,3,4,0,0,1
"1324",2014,7,1,0,9,1,3,1,2,9,1,0,2
"1325",2016,6,6,1,9,3,3,0,9,2,0,0,1
"1326",2013,11,2,1,1,0,1,0,2,4,0,0,2
"1327",2013,9,9,0,0,0,2,0,2,4,0,1,1
"1328",2014,10,1,0,2,2,2,0,2,4,0,0,13
"1329",2014,9,2,1,1,3,3,9,2,3,0,9,2
"1330",2013,7,6,0,0,1,3,0,2,2,0,0,1
"1331",2013,7,1,1,0,1,2,0,2,2,0,0,9
"1332",2014,9,1,1,9,1,2,0,2,4,1,9,5
"1333",2015,8,2,0,2,2,2,0,2,9,1,0,1
"1334",2014,9,6,0,9,1,1,1,2,4,0,0,1
"1335",2016,10,2,0,0,1,3,0,2,1,1,1,3
"1336",2016,11,2,0,9,4,3,0,2,9,0,9,8
"1337",2017,8,2,1,9,0,1,1,2,4,0,9,2
"1338",2016,5,1,0,2,0,3,0,1,2,1,0,1
"1339",2017,7,1,1,9,3,2,0,3,1,1,0,1
"1340",2017,11,3,0,0,4,3,0,2,1,0,0,3
"1341",2014,6,1,0,9,3,3,9,2,4,0,0,1
"1342",2017,9,2,1,0,3,4,0,2,9,1,0,1
"1343",2015,9,9,0,9,0,3,0,2,9,0,0,1
"1344",2017,7,1,0,9,1,2,0,2,1,9,0,2
"1345",2015,12,1,0,1,4,2,9,2,1,0,0,1
"1346",2016,10,5,0,1,1,3,0,2,3,1,0,1
"1347",2015,10,3,1,9,9,9,0,2,9,0,0,1
"1348",2015,6,1,1,1,4,2,0,2,9,1,1,1
"1349",2015,6,2,0,1,0,2,0,1,3,0,0,33
"1350",2016,11,1,1,9,9,4,0,2,3,1,1,1
"1351",2014,3,3,0,0,3,2,0,1,1,0,0,2
"1352",2014,6,3,0,9,9,4,0,1,1,1,1,3
"1353",2016,3,3,0,9,9,9,0,1,9,1,1,1
"1354",2014,7,1,0,0,0,2,0,1,2,1,0,2
"1355",2017,8,2,0,0,3,2,9,2,9,1,9,1
"1356",2014,5,6,0,0,9,4,9,9,9,9,9,1
"1357",2013,13,1,0,9,9,1,1,2,1,0,0,1
"1358",2017,7,1,0,1,2,3,9,3,1,9,9,1
"1359",2016,9,2,0,9,4,3,1,2,1,0,0,1
"1360",2015,2,1,9,9,9,3,0,1,1,9,9,3
"1361",2015,8,2,0,2,2,1,9,2,9,0,9,1
"1362",2017,5,1,1,9,1,4,0,2,2,1,0,1
"1363",2017,9,1,0,1,3,1,0,2,3,0,0,12
"1364",2017,13,9,0,0,0,3,0,2,2,0,0,1
"1365",2014,11,2,0,1,1,2,0,2,3,0,1,2
"1366",2017,11,1,0,9,3,2,9,2,2,0,0,2
"1367",2017,3,1,9,9,9,1,0,1,9,9,0,5
"1368",2016,7,1,0,0,2,2,9,9,9,1,9,1
"1369",2014,8,2,1,9,0,2,9,2,9,1,9,1
"1370",2017,10,3,0,1,4,3,0,2,1,1,0,3
"1371",2013,12,3,0,9,3,2,0,2,3,1,1,1
"1372",2015,10,1,0,1,9,3,9,2,1,1,9,1
"1373",2015,5,2,0,9,3,2,0,3,3,1,9,1
"1374",2016,5,1,0,9,0,3,0,9,1,0,0,8
"1375",2016,10,1,0,1,4,2,0,2,2,0,1,5
"1376",2014,5,5,0,9,0,9,0,1,1,0,0,4
"1377",2016,8,3,0,2,2,3,0,2,2,0,0,4
"1378",2014,8,1,0,9,1,3,0,2,1,1,9,2
"1379",2014,9,2,1,0,2,3,0,2,2,1,0,1
"1380",2013,13,1,0,1,2,9,9,2,3,9,9,1
"1381",2015,6,2,0,1,3,3,0,1,4,0,1,1
"1382",2016,8,2,0,1,0,3,0,2,3,0,0,23
"1383",2015,7,1,0,1,9,4,0,9,1,0,0,1
"1384",2017,9,1,1,9,1,1,0,2,3,0,0,15
"1385",2016,12,1,1,9,4,2,0,2,2,0,9,3
"1386",2013,12,1,1,1,2,2,9,2,1,1,1,1
"1387",2017,8,2,0,2,0,2,9,2,4,0,0,4
"1388",2013,7,6,0,1,4,2,0,9,2,0,0,1
"1389",2017,7,1,1,2,3,2,0,2,1,1,0,1
"1390",2014,12,5,0,9,9,2,9,2,9,9,9,4
"1391",2015,10,1,0,0,1,2,0,2,1,1,0,22
"1392",2013,9,2,1,1,2,2,0,2,9,1,1,1
"1393",2015,9,9,0,9,2,2,0,2,9,0,0,12
"1394",2015,1,1,1,2,2,4,0,1,2,0,0,1
"1395",2013,8,6,1,1,4,1,9,2,2,0,0,1
"1396",2017,10,1,0,9,9,2,9,2,4,1,1,11
"1397",2015,12,2,0,0,1,3,0,2,1,0,0,9
"1398",2013,9,3,0,9,4,3,9,2,9,1,0,3
"1399",2016,7,6,1,9,9,2,0,9,3,1,0,1
"1400",2015,10,2,1,2,4,2,9,2,3,0,0,1
"1401",2014,9,2,0,9,2,2,0,2,1,0,9,3
"1402",2013,9,1,1,9,0,3,1,2,3,1,9,1
"1403",2014,7,1,9,9,1,2,0,1,9,1,9,1
"1404",2017,6,2,0,1,2,3,0,3,2,0,0,3
"1405",2017,10,5,0,2,3,2,0,2,2,1,0,1
"1406",2017,5,1,0,9,0,2,0,9,1,1,9,1
"1407",2014,5,2,0,9,9,2,0,3,2,0,0,2
"1408",2016,11,1,9,1,0,1,9,2,3,0,9,1
"1409",2013,7,5,0,9,2,2,0,1,2,1,9,1
"1410",2013,7,3,0,1,4,2,0,2,4,0,0,3
"1411",2013,12,1,1,9,4,2,1,2,1,1,0,1
"1412",2014,8,1,0,9,3,3,9,2,4,0,0,1
"1413",2013,9,6,9,9,0,2,0,2,1,1,0,1
"1414",2014,7,2,0,9,0,1,0,2,2,1,0,1
"1415",2017,5,1,0,1,1,2,0,1,3,1,0,3
"1416",2013,9,5,1,0,0,3,0,2,2,1,1,1
"1417",2015,12,5,0,1,4,3,9,2,9,1,1,1
"1418",2017,2,2,0,2,1,3,0,1,2,0,0,2
"1419",2014,12,5,0,1,2,2,0,2,3,1,0,1
"1420",2014,6,9,9,1,0,2,0,1,2,0,9,1
"1421",2014,5,5,0,9,0,1,0,9,4,0,0,1
"1422",2013,8,1,9,9,9,2,9,2,4,9,9,33
"1423",2015,7,9,1,1,1,3,0,2,1,0,0,2
"1424",2014,6,3,0,0,4,2,1,2,3,0,0,1
"1425",2013,10,9,1,1,3,3,0,2,1,0,0,1
"1426",2014,7,2,1,1,0,4,0,2,1,0,0,1
"1427",2014,8,1,9,1,0,2,9,2,1,0,9,1
"1428",2014,9,5,1,0,2,3,0,2,3,0,0,1
"1429",2016,7,1,1,0,4,4,0,3,1,0,0,2
"1430",2017,8,5,1,2,3,3,0,2,1,0,0,1
"1431",2016,7,1,0,9,4,2,0,2,9,9,0,1
"1432",2014,6,9,0,0,0,2,0,1,9,0,0,4
"1433",2014,6,3,0,0,2,3,0,9,9,0,0,17
"1434",2016,6,3,0,9,3,3,0,1,1,1,1,5
"1435",2013,12,1,0,9,4,2,0,2,4,1,0,2
"1436",2017,11,1,0,1,4,1,0,2,1,0,1,1
"1437",2014,9,1,0,9,2,3,0,2,3,1,0,28
"1438",2016,9,1,0,2,2,1,0,2,9,9,9,4
"1439",2013,11,5,0,0,4,2,0,2,1,1,0,1
"1440",2013,8,1,0,1,0,9,9,2,3,9,9,2
"1441",2014,6,5,0,2,9,1,9,9,9,9,9,1
"1442",2014,10,1,0,9,0,9,0,2,1,0,0,2
"1443",2015,9,3,0,0,2,3,0,2,1,1,1,3
"1444",2015,8,1,1,1,4,2,0,2,1,1,1,5
"1445",2014,6,3,0,9,4,2,1,2,3,0,0,1
"1446",2015,5,9,0,2,3,2,0,1,2,0,0,4
"1447",2014,6,1,0,1,3,2,1,2,9,0,0,1
"1448",2015,7,9,0,0,3,2,0,2,3,0,0,1
"1449",2016,10,1,1,9,2,2,1,2,2,0,9,5
"1450",2015,11,5,0,9,1,2,0,2,1,1,1,1
"1451",2014,6,9,1,2,3,2,0,1,4,0,0,1
"1452",2016,6,2,0,1,0,3,0,3,4,1,1,1
"1453",2017,6,3,0,9,4,4,1,2,1,1,1,1
"1454",2015,11,2,0,2,1,3,9,2,1,0,9,2
"1455",2015,8,2,0,2,0,3,9,2,4,0,9,4
"1456",2015,6,1,0,9,4,3,0,1,9,1,9,2
"1457",2013,12,1,1,1,4,4,0,2,1,0,0,1
"1458",2016,8,4,0,1,3,1,0,2,3,0,0,1
"1459",2016,6,5,9,9,9,1,0,9,9,9,9,1
"1460",2014,3,2,1,2,2,2,0,1,2,1,0,1
"1461",2014,6,1,0,0,3,2,0,1,1,1,9,1
"1462",2015,10,9,0,9,2,3,0,2,3,0,0,1
"1463",2017,7,5,0,0,3,3,0,2,1,0,0,3
"1464",2017,9,2,1,2,2,2,0,2,3,0,0,6
"1465",2015,3,5,1,1,9,1,0,1,9,0,9,1
"1466",2015,11,2,0,9,3,2,1,2,1,0,0,1
"1467",2016,7,1,0,0,1,2,9,2,2,1,0,1
"1468",2015,13,1,0,1,2,2,1,2,3,0,0,1
"1469",2017,12,1,1,1,2,2,9,2,9,1,1,1
"1470",2014,8,5,9,2,0,2,9,2,2,0,9,1
"1471",2015,10,1,0,2,2,1,1,2,1,0,0,1
"1472",2015,6,1,1,1,9,3,0,1,9,0,0,1
"1473",2013,9,9,1,9,1,3,1,2,1,1,9,1
"1474",2015,8,4,0,9,4,2,0,2,9,1,9,1
"1475",2016,5,1,0,9,9,3,0,9,3,1,1,3
"1476",2014,4,1,0,1,4,3,0,1,1,1,0,21
"1477",2017,11,3,1,9,9,2,0,2,1,1,0,1
"1478",2014,5,9,1,1,2,3,0,1,2,1,0,1
"1479",2015,5,9,0,2,4,3,1,2,2,0,0,1
"1480",2013,8,1,1,9,2,9,0,2,3,0,0,2
"1481",2013,13,1,0,2,1,2,0,2,2,0,1,3
"1482",2015,6,6,0,9,9,3,0,1,9,1,0,2
"1483",2016,6,2,0,2,4,2,9,9,9,0,9,2
"1484",2016,8,5,0,9,4,1,0,2,9,1,1,1
"1485",2016,13,2,0,9,0,2,0,2,3,0,0,1
"1486",2013,7,9,0,1,4,2,0,9,2,0,1,1
"1487",2013,12,2,0,2,1,2,9,2,9,1,9,1
"1488",2016,6,2,1,2,4,1,0,3,3,0,0,2
"1489",2014,6,1,0,9,1,3,9,9,1,1,1,1
"1490",2015,11,1,1,9,9,1,1,2,1,1,0,1
"1491",2013,7,1,1,1,2,3,0,3,2,1,0,1
"1492",2016,10,6,0,9,9,2,9,2,2,1,9,1
"1493",2014,4,1,0,0,9,3,0,1,1,9,9,3
"1494",2016,8,4,0,2,0,2,0,2,3,1,1,1
"1495",2017,12,1,0,1,1,3,9,2,9,1,9,2
"1496",2014,5,3,9,9,9,2,9,9,9,9,9,4
"1497",2015,11,3,1,9,4,3,9,2,9,1,9,1
"1498",2014,4,9,0,9,9,2,0,9,2,0,0,1
"1499",2015,5,9,0,1,0,2,0,1,3,0,0,2
"1500",2016,9,9,0,1,4,3,0,2,4,0,0,3
"1501",2017,11,2,0,1,0,2,9,2,3,1,0,1
"1502",2016,7,1,1,2,1,2,0,3,2,0,0,1
"1503",2017,8,5,1,2,1,2,0,2,3,0,0,1
"1504",2013,7,1,0,9,9,2,9,9,9,1,1,14
"1505",2017,6,3,1,9,4,3,0,2,2,0,0,2
"1506",2013,8,1,0,9,1,2,0,2,4,1,0,50
"1507",2014,6,1,1,9,3,3,0,3,2,0,0,2
"1508",2014,9,1,0,9,2,9,0,2,3,1,1,2
"1509",2015,6,1,0,2,0,4,0,1,2,0,0,1
"1510",2014,12,1,1,9,4,2,0,2,1,0,1,1
"1511",2017,12,1,0,9,1,2,9,2,2,1,0,1
"1512",2014,9,1,0,9,2,3,1,2,2,1,0,7
"1513",2016,7,3,1,0,1,2,9,9,1,0,9,1
"1514",2015,7,2,1,1,1,1,0,3,4,0,0,2
"1515",2014,12,6,1,1,1,1,0,2,3,0,0,1
"1516",2016,5,5,0,2,0,3,0,1,3,1,0,2
"1517",2014,9,3,0,2,2,1,0,2,1,0,0,1
"1518",2014,5,2,0,9,0,2,9,9,4,1,1,1
"1519",2017,7,9,0,0,2,2,0,2,4,0,0,2
"1520",2015,10,1,0,0,0,4,0,2,9,0,0,1
"1521",2017,7,9,0,1,4,4,0,2,1,1,0,1
"1522",2015,8,9,0,0,1,2,0,2,4,0,0,2
"1523",2017,11,1,0,1,1,2,0,2,3,1,0,31
"1524",2016,6,2,0,1,2,2,9,9,4,0,9,3
"1525",2017,6,2,1,2,3,2,0,1,4,0,0,2
"1526",2013,9,5,0,0,9,9,0,2,9,1,1,1
"1527",2013,8,3,0,0,9,9,1,2,1,1,1,1
"1528",2016,7,1,0,1,1,2,9,2,4,9,9,3
"1529",2013,7,3,0,2,4,3,9,3,3,0,0,1
"1530",2016,7,9,0,1,3,3,9,2,1,1,9,1
"1531",2015,12,1,0,2,2,3,0,2,3,0,0,2
"1532",2013,11,5,0,2,4,3,0,2,3,1,1,1
"1533",2014,6,9,0,1,9,2,9,9,4,1,0,1
"1534",2015,11,2,0,9,0,3,0,2,9,1,0,1
"1535",2016,5,1,0,9,0,3,0,2,3,1,9,1
"1536",2016,6,9,0,1,1,2,0,1,2,0,0,9
"1537",2014,8,2,0,9,2,3,0,2,1,0,9,3
"1538",2016,4,2,0,0,9,2,0,1,3,9,9,2
"1539",2016,5,2,0,1,2,4,0,1,1,0,0,4
"1540",2017,7,5,0,2,2,2,0,1,2,0,0,1
"1541",2016,5,1,0,9,4,4,0,2,2,0,0,2
"1542",2016,10,5,0,9,9,3,0,2,2,9,0,1
"1543",2013,8,1,0,9,4,1,1,2,3,1,0,1
"1544",2014,5,1,0,1,0,2,0,2,2,1,1,1
"1545",2016,6,3,0,9,9,3,9,1,1,1,0,1
"1546",2016,5,6,0,9,4,2,0,2,4,0,9,1
"1547",2016,4,9,1,9,1,3,0,1,1,0,0,1
"1548",2013,7,1,0,9,4,3,0,3,1,1,0,20
"1549",2014,11,9,0,9,9,1,0,2,9,1,0,3
"1550",2015,2,6,0,9,9,9,0,1,1,0,0,1
"1551",2015,5,1,1,9,9,1,0,1,9,0,0,3
"1552",2014,9,5,0,0,0,2,0,2,2,0,0,16
"1553",2014,8,1,1,0,2,3,9,2,2,1,9,1
"1554",2016,6,5,0,9,0,3,1,2,2,0,0,2
"1555",2014,5,1,0,2,9,3,9,9,3,9,9,2
"1556",2013,7,5,0,0,3,3,0,1,1,1,0,1
"1557",2016,7,1,0,1,4,2,9,9,4,9,9,1
"1558",2016,5,1,9,9,0,2,0,1,3,0,0,1
"1559",2017,4,1,0,2,2,2,0,1,2,0,0,27
"1560",2014,6,5,0,2,4,2,9,9,1,1,9,1
"1561",2013,7,1,0,9,4,2,0,2,9,1,0,15
"1562",2014,7,5,0,0,4,1,9,9,9,1,0,1
"1563",2014,7,5,1,1,3,2,0,9,3,0,0,1
"1564",2014,10,1,0,0,9,4,0,2,1,1,0,1
"1565",2015,3,1,9,9,4,2,0,1,2,0,0,2
"1566",2016,3,1,0,1,1,2,0,3,9,0,0,1
"1567",2017,9,6,0,1,2,2,0,2,1,1,0,1
"1568",2016,8,9,0,9,4,1,0,2,4,0,9,1
"1569",2017,6,1,0,0,2,2,0,2,1,1,0,6
"1570",2016,6,1,0,1,3,2,0,3,4,0,0,19
"1571",2013,10,1,0,9,1,2,9,2,9,1,1,2
"1572",2013,12,1,0,1,2,3,9,2,1,9,9,1
"1573",2017,6,1,1,9,9,1,9,3,2,0,0,1
"1574",2016,7,1,1,2,3,2,0,2,9,1,0,1
"1575",2016,5,1,0,9,0,3,0,1,3,0,0,14
"1576",2015,6,1,0,9,4,4,1,2,9,0,0,3
"1577",2014,10,2,1,1,0,4,9,2,1,0,0,1
"1578",2017,10,2,0,1,3,3,9,2,1,9,9,1
"1579",2016,10,1,0,2,4,4,0,2,4,1,1,1
"1580",2016,11,1,0,9,3,1,0,2,2,1,0,1
"1581",2014,7,9,0,1,0,3,0,2,2,1,0,1
"1582",2015,9,5,0,9,3,4,0,2,1,0,0,1
"1583",2017,6,1,0,9,3,2,0,1,9,0,9,6
"1584",2016,7,5,1,9,9,4,1,2,1,0,0,1
"1585",2016,9,3,0,0,2,2,0,2,2,1,1,1
"1586",2017,11,1,1,0,0,2,0,2,2,0,0,3
"1587",2016,6,1,0,0,4,4,0,2,2,1,0,1
"1588",2014,7,6,0,0,3,2,0,2,2,0,0,1
"1589",2014,5,2,0,2,0,2,0,1,9,0,0,3
"1590",2015,6,4,0,9,1,2,9,3,4,0,0,1
"1591",2015,12,1,0,0,2,3,9,2,9,9,9,1
"1592",2016,10,2,1,1,4,2,9,2,3,0,9,2
"1593",2015,11,1,1,9,3,2,0,2,2,0,0,8
"1594",2014,8,5,0,9,9,2,0,2,4,0,0,8
"1595",2016,5,1,0,1,3,4,0,3,1,0,0,5
"1596",2017,4,4,0,0,9,3,0,1,1,0,0,1
"1597",2014,7,1,9,2,3,2,9,2,4,0,9,1
"1598",2016,5,4,0,9,9,2,0,1,2,0,0,5
"1599",2016,8,1,1,2,4,2,0,2,2,1,1,1
"1600",2014,6,1,0,0,4,3,9,9,1,0,9,2
"1601",2014,6,2,0,1,4,1,0,9,4,0,0,1
"1602",2013,11,2,0,0,0,2,0,2,1,1,1,1
"1603",2017,6,1,1,0,4,3,0,1,3,0,0,2
"1604",2014,5,2,1,0,1,2,0,1,3,0,0,1
"1605",2013,8,1,1,9,0,4,0,2,2,0,0,1
"1606",2013,7,1,1,9,4,2,0,2,1,1,0,23
"1607",2015,6,2,0,1,1,4,0,2,2,0,1,1
"1608",2015,10,6,0,9,0,2,0,2,3,1,1,2
"1609",2016,4,1,9,9,4,4,9,1,1,0,0,1
"1610",2015,8,1,1,2,1,2,0,2,1,1,0,3
"1611",2015,2,6,0,9,2,3,0,1,1,0,0,1
"1612",2014,4,3,0,2,9,3,0,1,1,0,9,1
"1613",2014,7,2,1,2,0,2,0,3,3,0,0,6
"1614",2016,5,2,0,9,2,2,0,1,3,0,0,1
"1615",2017,5,2,9,1,9,3,0,1,4,0,9,1
"1616",2016,7,3,0,1,1,3,9,9,9,0,0,3
"1617",2016,9,5,0,0,3,2,0,2,2,0,0,6
"1618",2015,8,2,0,9,4,9,9,2,1,1,1,1
"1619",2014,6,2,0,1,1,3,0,1,3,1,0,3
"1620",2014,6,1,0,0,2,1,0,1,9,0,1,1
"1621",2017,6,2,0,1,4,3,9,9,2,0,9,1
"1622",2015,10,1,0,0,1,3,9,2,9,9,9,1
"1623",2017,7,1,0,9,9,3,1,2,2,0,0,30
"1624",2016,3,1,0,9,2,3,0,1,3,1,0,1
"1625",2014,7,6,0,9,3,1,0,9,3,0,0,1
"1626",2015,10,3,0,9,0,2,0,2,1,0,0,4
"1627",2014,7,1,1,9,4,2,9,9,3,0,0,1
"1628",2015,7,1,1,2,1,1,0,2,2,0,0,1
"1629",2014,8,1,0,1,4,3,0,2,1,1,9,1
"1630",2017,7,1,0,2,2,2,0,3,1,0,1,1
"1631",2015,7,5,0,2,1,2,0,2,4,0,1,1
"1632",2014,9,1,0,0,9,3,9,2,9,1,9,13
"1633",2017,6,1,9,9,9,4,0,2,2,9,0,1
"1634",2015,5,1,0,9,4,2,0,1,1,1,1,2
"1635",2017,4,1,0,9,4,2,0,1,4,9,0,1
"1636",2014,6,9,0,0,2,2,0,1,4,0,0,3
"1637",2015,4,6,1,9,4,4,0,1,1,0,0,2
"1638",2017,4,9,9,9,9,3,0,1,9,9,9,24
"1639",2014,6,1,0,9,0,3,0,1,9,0,0,3
"1640",2015,5,1,1,2,3,2,0,1,1,1,0,1
"1641",2015,11,2,0,9,9,2,0,2,3,0,9,2
"1642",2013,8,2,0,9,0,3,0,2,2,1,0,3
"1643",2014,4,5,1,9,3,1,0,1,2,0,0,2
"1644",2016,4,9,0,2,2,3,0,1,4,0,0,2
"1645",2013,10,1,1,0,4,1,0,2,3,0,0,1
"1646",2017,9,2,1,2,0,3,9,2,3,0,9,1
"1647",2013,7,9,0,0,2,3,0,2,2,0,0,8
"1648",2013,8,6,0,9,4,1,0,2,2,0,0,5
"1649",2013,9,3,0,9,1,3,0,2,1,0,0,12
"1650",2014,8,2,0,9,2,2,0,2,2,1,0,2
"1651",2016,12,2,1,0,4,2,0,2,2,0,0,1
"1652",2016,6,3,0,2,1,2,0,1,1,0,0,2
"1653",2015,4,5,0,9,1,3,0,1,4,0,9,1
"1654",2014,4,3,9,9,4,2,0,1,1,0,0,2
"1655",2014,10,5,0,0,3,1,0,2,2,0,0,2
"1656",2013,7,2,0,9,0,2,0,3,4,1,9,3
"1657",2015,10,1,0,9,1,3,0,2,4,1,0,6
"1658",2016,6,3,0,9,9,2,0,2,3,1,0,1
"1659",2013,13,1,1,9,4,2,0,2,2,1,0,3
"1660",2013,8,6,0,9,1,1,9,2,4,1,1,1
"1661",2014,11,2,0,0,1,2,0,2,2,1,0,10
"1662",2015,9,1,0,2,3,2,0,2,4,0,0,13
"1663",2015,9,2,1,9,4,2,0,2,4,0,0,1
"1664",2016,7,1,9,9,0,2,0,3,9,0,0,2
"1665",2016,4,1,1,1,0,3,0,1,1,0,0,8
"1666",2013,7,1,0,9,3,2,1,2,4,1,0,4
"1667",2016,8,2,0,2,1,2,9,2,4,0,9,7
"1668",2013,9,1,1,1,2,2,0,2,4,0,0,8
"1669",2013,10,1,1,1,9,3,1,2,1,1,0,1
"1670",2014,7,5,1,9,0,2,9,9,9,0,9,1
"1671",2017,7,2,0,1,3,3,0,1,2,1,0,2
"1672",2016,10,2,0,9,4,3,0,2,9,1,9,1
"1673",2014,9,1,1,1,0,3,9,2,2,1,9,2
"1674",2013,10,1,1,2,1,9,9,2,2,1,1,1
"1675",2013,7,2,0,2,4,2,0,2,4,0,0,12
"1676",2017,8,2,0,9,1,3,0,2,3,1,9,3
"1677",2014,7,5,0,1,2,3,9,2,2,0,0,1
"1678",2014,5,5,0,9,3,9,0,9,4,0,0,1
"1679",2017,4,1,1,9,4,2,0,1,3,9,0,1
"1680",2015,7,1,0,1,9,2,0,2,4,0,0,2
"1681",2015,7,6,0,9,1,1,0,2,2,0,0,1
"1682",2017,7,5,0,1,0,3,0,2,9,1,1,1
"1683",2015,5,2,1,1,3,2,0,1,2,1,0,2
"1684",2013,7,1,1,2,4,4,0,9,1,1,0,1
"1685",2017,7,9,9,9,9,3,9,9,9,0,0,1
"1686",2014,5,2,0,1,1,3,0,2,4,1,0,1
"1687",2015,9,5,0,9,2,1,0,2,2,1,0,1
"1688",2014,6,2,0,9,3,2,0,1,4,0,9,7
"1689",2017,10,2,0,1,0,3,9,2,3,1,0,1
"1690",2015,7,2,0,2,0,2,9,9,9,1,1,1
"1691",2017,4,5,0,9,4,3,0,1,4,0,0,2
"1692",2015,6,3,0,9,9,2,0,1,9,1,0,1
"1693",2015,5,1,0,9,4,1,0,1,4,0,9,1
"1694",2016,11,1,0,0,3,2,0,2,9,1,0,3
"1695",2016,5,1,0,0,3,3,0,1,3,1,1,2
"1696",2013,9,1,0,9,4,9,9,2,1,1,0,1
"1697",2013,9,1,1,1,1,3,9,2,2,0,9,3
"1698",2015,5,1,1,9,4,9,0,1,3,1,1,2
"1699",2015,9,1,0,2,0,2,9,2,2,0,0,1
"1700",2014,8,1,0,0,4,4,1,2,1,0,0,3
"1701",2017,3,1,1,9,1,3,0,1,1,0,0,2
"1702",2015,6,3,1,1,9,3,0,9,1,1,0,1
"1703",2014,2,5,9,2,9,1,0,1,9,0,9,1
"1704",2013,7,3,0,9,4,2,0,1,9,0,0,1
"1705",2015,13,2,0,9,0,2,0,2,2,0,9,2
"1706",2014,8,6,1,9,9,3,0,2,2,9,0,1
"1707",2016,6,1,0,1,2,2,1,2,1,0,0,2
"1708",2015,7,1,0,9,1,3,0,3,4,0,0,8
"1709",2017,8,1,0,9,9,1,9,2,4,0,9,3
"1710",2015,7,1,0,9,4,2,0,9,1,0,0,17
"1711",2016,5,1,0,1,1,3,0,3,3,9,0,1
"1712",2015,10,1,0,2,1,1,0,2,9,1,0,3
"1713",2015,5,6,0,1,3,1,0,1,2,0,0,1
"1714",2016,10,3,0,0,3,3,0,2,2,0,0,1
"1715",2016,12,5,0,0,4,2,0,2,1,1,0,1
"1716",2014,8,2,1,0,0,2,0,2,1,1,1,1
"1717",2015,4,2,0,9,0,3,0,1,1,1,0,1
