"","year","age_group_5_years","race_eth","first_degree_hx","age_menarche","age_first_birth","BIRADS_breast_density","current_hrt","menopaus","bmi_group","biophx","breast_cancer_history","count"
"3761",2013,8,1,0,0,2,1,9,2,9,9,9,1
"3762",2015,9,1,0,2,1,2,0,2,3,1,1,3
"3763",2017,8,2,0,9,3,1,9,2,9,0,0,1
"3764",2014,6,3,1,9,4,4,0,2,1,0,9,1
"3765",2014,12,1,1,1,2,3,0,2,2,0,0,3
"3766",2014,9,2,9,1,0,1,9,2,2,0,9,1
"3767",2017,5,5,1,2,1,4,0,1,2,1,0,1
"3768",2017,7,5,0,9,9,3,0,1,3,1,0,1
"3769",2015,13,1,0,1,2,3,0,2,2,0,0,9
"3770",2015,10,1,1,9,0,2,0,2,2,1,9,2
"3771",2016,10,2,9,1,0,1,9,2,4,0,9,3
"3772",2017,5,9,0,1,2,4,0,1,1,1,0,1
"3773",2013,7,3,0,2,3,9,9,9,9,0,0,1
"3774",2013,9,1,1,1,9,2,0,2,9,0,0,6
"3775",2013,9,3,0,2,2,3,0,2,2,0,0,3
"3776",2016,5,5,0,9,9,2,9,9,9,9,9,7
"3777",2017,7,2,0,9,9,4,9,9,2,9,9,1
"3778",2017,6,1,1,2,9,3,1,2,9,9,0,2
"3779",2015,6,3,0,9,3,2,0,2,1,0,0,23
"3780",2017,9,2,0,2,0,2,9,2,3,9,9,3
"3781",2015,10,1,1,2,4,2,0,2,1,0,0,3
"3782",2017,6,2,0,2,2,3,0,1,4,1,0,1
"3783",2013,7,9,0,0,3,3,1,2,1,0,0,1
"3784",2013,9,9,0,9,4,1,0,2,4,0,0,1
"3785",2015,8,1,0,2,2,3,9,2,4,0,9,1
"3786",2014,8,5,1,0,0,3,0,2,1,0,0,1
"3787",2017,8,2,0,2,0,2,0,2,2,1,1,1
"3788",2015,9,2,0,9,2,3,0,2,2,0,9,1
"3789",2015,11,1,0,1,1,2,9,2,9,1,9,4
"3790",2016,6,5,0,9,0,3,0,9,9,1,1,1
"3791",2015,7,3,1,9,2,2,0,3,1,0,0,1
"3792",2014,5,2,0,1,1,2,0,9,2,0,0,2
"3793",2017,3,1,9,9,9,3,0,1,1,0,9,1
"3794",2015,11,1,1,9,0,1,0,2,9,1,1,1
"3795",2017,7,5,0,0,1,3,9,2,2,0,9,2
"3796",2017,9,1,1,9,1,4,0,2,1,1,0,2
"3797",2015,9,1,1,9,4,1,1,2,9,1,9,1
"3798",2015,7,1,1,9,9,2,0,3,1,1,9,1
"3799",2015,12,2,0,9,0,2,0,2,1,1,0,1
"3800",2017,7,1,0,9,3,2,9,2,2,1,1,1
"3801",2017,9,3,0,1,3,3,0,2,9,0,0,3
"3802",2015,8,1,0,2,4,1,0,2,4,1,0,6
"3803",2017,6,1,1,1,3,2,0,2,2,0,0,16
"3804",2015,7,1,0,9,9,1,0,2,3,1,0,3
"3805",2015,12,2,1,9,9,3,0,2,3,1,1,1
"3806",2015,7,3,0,1,3,9,9,9,1,0,0,1
"3807",2016,9,6,1,1,9,2,0,2,2,0,0,1
"3808",2015,7,6,0,2,3,3,0,2,3,0,0,1
"3809",2015,8,1,0,0,2,3,0,2,9,0,0,10
"3810",2014,7,3,0,1,4,3,0,2,9,0,0,2
"3811",2015,10,9,0,0,3,2,0,2,1,1,1,1
"3812",2014,8,1,1,0,1,3,9,2,1,1,9,3
"3813",2015,7,1,0,9,3,2,0,2,1,0,9,19
"3814",2014,5,3,1,1,1,2,0,1,1,1,0,1
"3815",2015,3,1,9,2,9,3,0,1,2,0,9,1
"3816",2013,8,2,1,1,3,2,9,2,3,0,9,1
"3817",2014,6,5,0,2,4,4,0,3,1,0,0,1
"3818",2013,10,1,0,0,0,1,0,2,3,0,0,4
"3819",2017,7,1,0,9,4,1,0,2,1,9,0,1
"3820",2015,8,1,0,9,2,3,0,2,9,1,0,8
"3821",2014,7,2,0,1,4,2,0,9,1,0,0,2
"3822",2014,6,5,0,9,9,9,0,1,9,9,9,1
"3823",2015,7,1,9,9,9,3,0,1,1,0,0,1
"3824",2015,10,1,0,1,0,4,0,2,3,0,0,1
"3825",2015,9,2,0,0,0,1,9,2,9,0,9,2
"3826",2016,6,2,0,2,1,3,0,3,2,0,0,4
"3827",2014,7,1,0,1,9,9,0,2,3,0,0,1
"3828",2016,10,1,1,1,2,2,9,2,2,1,9,1
"3829",2015,8,1,0,9,9,9,0,2,9,1,1,1
"3830",2017,11,1,1,9,4,3,9,2,1,0,0,1
"3831",2017,6,3,0,9,9,2,0,2,9,0,0,10
"3832",2013,11,2,0,0,1,2,9,2,2,1,9,2
"3833",2017,10,5,0,1,1,2,9,2,3,9,9,2
"3834",2015,7,1,1,1,3,1,0,9,4,0,0,1
"3835",2014,6,2,0,1,3,2,0,1,4,0,9,3
"3836",2017,11,9,0,9,9,1,0,2,9,0,0,1
"3837",2016,7,9,0,9,9,2,9,2,3,1,0,1
"3838",2015,7,1,0,0,4,1,0,3,1,0,0,1
"3839",2016,4,1,0,9,3,4,9,2,1,0,9,1
"3840",2017,13,3,0,9,9,2,0,2,9,1,0,1
"3841",2016,7,2,1,2,0,3,9,9,9,1,9,1
"3842",2016,3,3,1,1,2,2,0,1,2,0,0,1
"3843",2016,11,1,0,0,4,3,9,2,2,1,9,1
"3844",2016,5,9,0,1,1,3,0,1,2,1,0,1
"3845",2016,7,1,0,0,4,3,9,2,1,1,0,1
"3846",2016,7,1,0,1,1,2,0,3,3,1,0,5
"3847",2014,7,2,0,9,9,2,0,1,3,1,1,1
"3848",2015,8,1,0,9,9,4,0,2,1,0,0,26
"3849",2013,9,2,0,9,0,9,0,2,1,0,0,1
"3850",2015,6,2,0,2,3,2,0,9,4,0,0,1
"3851",2017,11,1,0,9,1,1,0,2,1,1,1,3
"3852",2015,2,6,0,9,9,3,0,1,2,0,0,1
"3853",2014,6,5,0,9,9,2,9,9,3,1,0,1
"3854",2016,4,6,0,2,0,3,0,1,4,0,0,1
"3855",2015,6,1,1,9,9,2,0,1,9,0,9,1
"3856",2015,8,1,0,2,3,2,0,2,9,1,0,7
"3857",2016,10,3,0,9,1,2,0,2,1,0,0,3
"3858",2013,10,1,1,1,9,3,9,2,2,0,0,1
"3859",2014,7,1,0,9,3,4,0,3,1,0,0,3
"3860",2013,7,3,0,2,0,2,0,2,1,0,0,1
"3861",2014,8,1,0,9,0,2,1,2,2,0,0,19
"3862",2017,7,4,1,1,1,2,0,3,4,0,0,1
"3863",2015,6,1,0,9,2,2,0,3,3,0,9,5
"3864",2016,4,9,0,9,0,2,0,1,1,0,0,2
"3865",2014,13,3,1,9,4,3,0,2,1,0,0,1
"3866",2014,7,1,1,0,4,2,9,2,4,0,9,1
"3867",2017,6,9,0,1,1,3,0,1,2,0,0,6
"3868",2017,8,5,0,1,4,3,0,2,1,0,0,8
"3869",2015,5,2,0,1,3,3,0,1,2,0,1,1
"3870",2015,4,2,0,9,4,1,0,3,9,0,9,1
"3871",2017,6,5,0,9,2,2,0,2,3,0,9,2
"3872",2013,13,5,0,9,9,2,0,2,9,0,0,2
"3873",2016,4,1,1,1,4,1,0,1,4,0,0,2
"3874",2017,11,1,0,9,9,2,9,2,3,1,9,1
"3875",2016,7,3,0,0,1,2,0,1,3,0,0,1
"3876",2015,8,2,0,9,3,3,9,2,1,1,1,1
"3877",2014,9,1,0,2,3,2,9,2,9,1,9,3
"3878",2017,12,1,0,1,0,2,0,2,2,1,1,4
"3879",2015,7,3,0,0,1,3,0,1,2,0,0,2
"3880",2016,6,1,0,9,3,3,0,2,4,1,0,1
"3881",2015,7,9,0,9,0,3,0,1,9,0,9,3
"3882",2017,5,2,0,2,4,2,0,1,2,0,0,1
"3883",2013,8,1,0,9,2,1,9,2,2,0,0,4
"3884",2017,4,1,1,9,9,3,0,2,2,0,9,1
"3885",2016,10,1,0,9,2,4,0,2,1,1,1,3
"3886",2016,6,6,9,9,4,3,0,1,4,0,0,1
"3887",2014,13,2,0,9,4,1,0,2,4,0,0,1
"3888",2014,7,6,0,9,3,2,0,2,2,1,1,1
"3889",2013,8,3,1,0,0,3,0,2,9,0,0,2
"3890",2016,7,5,0,9,9,3,0,9,9,1,9,1
"3891",2015,10,6,0,1,1,2,9,2,1,9,9,1
"3892",2014,3,2,0,9,9,2,0,1,4,0,9,2
"3893",2013,11,1,0,9,9,2,9,2,2,1,9,2
"3894",2017,3,1,0,1,3,4,0,1,1,0,0,46
"3895",2016,7,1,1,9,9,2,0,2,2,9,0,1
"3896",2013,7,2,0,2,0,3,9,2,4,0,9,3
"3897",2017,6,1,1,9,9,2,9,2,4,1,1,1
"3898",2017,9,1,1,1,4,2,9,2,9,9,9,1
"3899",2013,12,1,0,1,9,9,0,2,2,0,0,2
"3900",2015,11,5,0,1,1,1,0,2,4,0,0,2
"3901",2013,12,1,1,1,1,2,0,2,4,1,0,2
"3902",2017,8,5,0,2,4,3,0,2,1,0,0,1
"3903",2017,4,3,9,9,3,2,0,1,1,0,9,1
"3904",2016,4,1,0,2,1,2,0,3,3,0,0,1
"3905",2015,9,2,0,2,0,1,0,2,4,0,1,1
"3906",2014,8,1,1,1,1,1,0,2,9,1,0,3
"3907",2014,6,1,0,1,9,3,0,9,9,1,1,2
"3908",2016,6,1,1,2,9,3,9,9,9,1,1,1
"3909",2014,8,2,0,0,0,3,0,2,3,1,1,1
"3910",2014,7,1,1,9,9,2,9,2,1,0,0,3
"3911",2016,6,5,9,2,4,2,0,1,1,0,9,1
"3912",2015,7,1,0,0,1,3,9,9,9,1,1,1
"3913",2013,10,1,0,1,1,1,9,2,4,9,9,2
"3914",2013,9,1,9,9,1,2,0,2,2,1,0,2
"3915",2015,4,1,0,1,2,2,0,1,1,1,0,6
"3916",2016,11,1,0,9,3,2,9,2,9,9,9,1
"3917",2015,9,1,1,9,1,1,0,2,9,1,0,4
"3918",2016,7,6,1,1,0,3,0,2,9,0,0,1
"3919",2017,6,1,0,9,0,3,1,2,1,0,9,2
"3920",2015,4,1,0,2,2,2,0,1,4,1,0,6
"3921",2017,5,1,9,9,4,3,0,1,3,0,9,1
"3922",2015,6,9,0,1,3,3,0,9,1,0,0,2
"3923",2015,7,2,0,1,0,3,0,9,1,1,0,2
"3924",2016,6,2,1,9,1,2,0,1,2,0,9,1
"3925",2015,8,1,0,1,3,1,1,2,9,0,0,1
"3926",2016,9,1,1,0,2,2,0,2,3,0,1,1
"3927",2015,4,9,9,9,9,4,0,1,9,1,9,5
"3928",2017,13,2,0,9,9,2,0,2,2,1,1,1
"3929",2016,10,2,0,9,3,2,0,2,3,0,1,1
"3930",2015,5,2,0,0,3,2,9,9,2,0,9,1
"3931",2013,12,9,1,1,3,3,0,2,1,0,0,1
"3932",2016,4,2,0,1,4,2,0,1,2,0,0,9
"3933",2015,9,1,0,2,4,4,0,2,2,1,0,1
"3934",2014,7,1,1,9,3,2,0,9,1,1,0,1
"3935",2015,6,1,0,9,9,3,0,9,9,1,9,1
"3936",2016,13,1,0,9,4,4,0,2,2,1,0,1
"3937",2014,12,1,0,9,0,2,0,2,4,1,0,1
"3938",2016,8,1,1,9,0,2,0,2,2,1,9,2
"3939",2015,9,5,0,9,1,3,0,2,2,1,1,1
"3940",2016,7,1,0,0,9,2,9,2,2,0,9,1
"3941",2017,7,3,0,9,4,3,0,9,1,1,1,1
"3942",2014,9,3,0,9,9,3,0,2,2,1,0,4
"3943",2016,6,1,1,9,2,3,9,2,9,0,9,1
"3944",2015,9,1,0,0,1,2,9,2,2,0,9,8
"3945",2017,5,6,9,9,2,2,0,1,4,0,0,1
"3946",2015,3,3,0,1,4,3,0,1,3,0,0,1
"3947",2015,4,2,0,9,2,3,0,1,9,0,0,2
"3948",2014,5,1,0,1,1,2,0,2,9,0,0,2
"3949",2014,11,1,0,2,4,3,1,2,1,1,0,1
"3950",2014,8,1,0,0,0,2,9,2,4,1,1,1
"3951",2017,4,2,1,9,9,3,0,1,9,0,9,4
"3952",2017,9,5,0,1,3,2,0,2,9,0,0,1
"3953",2015,6,1,1,9,3,3,0,1,2,0,0,29
"3954",2014,7,1,1,9,4,2,9,2,3,0,0,1
"3955",2015,10,3,1,0,1,1,0,2,9,0,0,1
"3956",2014,10,6,1,9,4,3,0,2,9,0,0,1
"3957",2014,8,5,1,9,0,3,0,2,1,0,0,1
"3958",2016,2,1,1,1,4,4,0,1,1,1,0,1
"3959",2015,8,5,1,1,1,2,9,2,2,0,9,1
"3960",2017,12,1,1,9,9,1,0,2,4,1,1,3
"3961",2014,4,1,9,9,1,3,0,1,1,1,0,1
"3962",2016,8,1,0,0,4,2,1,2,1,0,0,4
"3963",2015,13,1,1,1,2,2,0,2,3,1,0,3
"3964",2014,7,1,0,9,0,1,9,2,2,0,0,1
"3965",2015,6,1,0,9,9,3,0,2,4,0,9,2
"3966",2015,9,1,0,9,2,3,0,2,4,0,0,27
"3967",2015,10,6,0,9,4,3,9,2,9,1,9,1
"3968",2013,8,5,0,2,4,3,9,2,4,1,9,1
"3969",2017,2,5,1,2,4,2,0,1,3,0,0,1
"3970",2017,4,5,0,1,2,2,0,1,2,0,0,17
"3971",2014,10,3,1,9,1,3,0,2,1,1,0,2
"3972",2013,11,1,0,9,4,3,1,2,9,1,0,2
"3973",2015,6,2,0,9,4,1,0,3,9,1,1,1
"3974",2015,10,3,0,9,4,2,9,2,9,1,1,5
"3975",2014,6,1,0,2,4,3,0,2,1,1,0,4
"3976",2017,11,2,0,1,1,4,0,2,1,0,0,3
"3977",2013,10,1,0,1,1,4,0,2,1,1,1,1
"3978",2013,13,1,0,9,1,3,9,2,2,0,9,1
"3979",2015,9,1,0,9,4,1,0,2,3,1,0,15
"3980",2014,6,1,0,1,3,3,0,1,2,0,0,107
"3981",2016,8,2,0,9,2,4,0,2,1,0,9,1
"3982",2016,10,1,1,2,1,1,0,2,2,0,0,4
"3983",2015,11,2,0,0,0,2,0,2,3,1,0,4
"3984",2017,11,2,0,2,2,2,9,2,9,9,9,1
"3985",2014,10,1,0,9,4,2,0,2,1,1,9,1
"3986",2014,8,3,0,1,3,3,1,2,1,1,1,1
"3987",2017,10,1,1,9,1,2,1,2,3,1,1,2
"3988",2013,10,2,0,9,4,4,0,2,1,0,9,1
"3989",2014,9,2,0,9,1,2,0,2,3,1,1,9
"3990",2015,7,2,0,1,2,3,9,9,9,1,9,1
"3991",2017,9,3,0,1,3,2,9,2,9,1,9,1
"3992",2017,10,1,1,1,0,2,9,2,9,1,9,1
"3993",2013,9,9,0,1,3,2,0,2,3,0,0,3
"3994",2015,7,1,0,9,4,3,9,9,9,0,9,6
"3995",2014,11,1,1,9,0,2,9,2,9,1,1,1
"3996",2015,3,1,1,2,4,2,0,1,2,0,0,2
"3997",2017,7,2,0,2,2,2,9,3,3,1,9,1
"3998",2015,13,3,0,9,3,2,0,2,9,1,1,1
"3999",2014,7,2,1,9,3,3,0,1,2,1,1,1
"4000",2017,7,3,1,0,4,3,0,3,1,1,0,1
"4001",2015,6,5,0,2,1,4,0,3,3,0,0,1
"4002",2016,6,1,0,9,1,2,0,9,2,1,0,8
"4003",2017,7,5,0,0,4,3,0,2,1,0,0,1
"4004",2015,11,1,0,1,0,2,1,2,2,0,0,1
"4005",2016,5,5,1,9,4,2,0,3,4,1,0,1
"4006",2013,10,1,1,9,9,3,9,2,9,9,9,3
"4007",2013,8,1,0,9,1,3,1,2,1,1,9,1
"4008",2016,2,1,9,9,3,4,0,1,1,0,0,1
"4009",2016,5,3,9,9,9,3,0,1,2,0,0,2
"4010",2016,10,2,1,2,0,2,9,2,3,0,9,3
"4011",2016,8,2,0,9,4,3,1,2,2,1,9,3
"4012",2014,8,5,0,9,0,2,0,2,3,1,1,1
"4013",2017,6,5,0,1,1,3,0,1,2,1,0,5
"4014",2014,9,5,1,9,4,3,1,2,3,0,0,1
"4015",2017,2,3,0,9,2,3,0,1,2,0,0,1
"4016",2016,6,1,1,9,3,2,9,1,2,0,0,1
"4017",2016,11,3,1,9,3,2,0,2,9,1,1,1
"4018",2014,5,9,1,0,3,3,0,1,3,0,0,1
"4019",2017,10,1,0,1,1,3,0,2,9,1,1,10
"4020",2017,9,2,9,2,1,1,9,2,3,0,9,1
"4021",2014,6,5,0,1,0,9,0,2,9,1,0,1
"4022",2015,10,1,9,9,9,2,1,2,9,9,1,3
"4023",2015,12,2,0,2,0,3,9,2,1,1,9,1
"4024",2014,8,1,0,2,1,3,0,2,1,0,1,1
"4025",2014,13,2,0,9,9,1,0,2,9,1,1,1
"4026",2013,9,2,1,1,9,2,0,2,4,1,0,1
"4027",2017,9,1,0,0,1,2,0,2,4,0,1,4
"4028",2015,7,5,1,9,3,2,0,2,4,0,0,2
"4029",2016,7,4,0,2,0,2,0,2,1,0,0,1
"4030",2016,5,5,0,2,0,2,0,1,2,0,0,5
"4031",2013,7,5,0,1,3,3,0,2,3,1,0,1
"4032",2017,7,1,0,0,9,4,0,9,1,1,1,1
"4033",2013,11,3,1,9,9,2,9,2,9,1,1,3
"4034",2013,11,1,1,2,4,2,9,2,1,0,9,1
"4035",2017,6,4,0,9,1,2,0,9,2,0,0,1
"4036",2016,11,1,1,1,9,3,0,2,9,1,1,3
"4037",2015,6,1,1,1,4,1,0,1,3,0,0,3
"4038",2014,9,9,0,9,9,2,9,2,9,1,9,1
"4039",2015,7,5,0,9,3,2,0,9,9,0,0,2
"4040",2017,8,5,0,9,4,2,0,2,4,0,0,4
"4041",2017,6,3,0,0,3,3,0,2,1,1,1,4
"4042",2016,7,1,0,9,4,3,9,2,4,1,1,1
"4043",2014,10,3,0,0,4,3,9,2,2,0,9,1
"4044",2014,7,1,0,2,4,9,0,2,1,0,0,1
"4045",2016,7,3,0,9,3,3,0,2,1,0,9,3
"4046",2014,10,1,1,1,1,1,0,2,1,0,0,3
"4047",2015,13,1,0,0,1,2,0,2,3,0,0,2
"4048",2015,3,6,0,9,9,3,0,1,9,9,9,2
"4049",2016,7,6,0,9,3,2,0,2,3,0,0,2
"4050",2015,12,2,0,1,9,2,0,2,2,0,0,1
"4051",2014,6,2,1,2,4,4,0,3,2,0,0,1
"4052",2015,8,2,9,9,9,2,9,2,9,1,9,2
"4053",2016,9,2,1,0,0,3,9,2,2,0,0,1
"4054",2015,3,2,0,9,4,3,0,1,2,1,9,1
"4055",2013,7,1,1,1,3,1,0,9,3,0,0,1
"4056",2015,5,5,0,0,0,3,0,1,9,1,9,1
"4057",2014,10,6,0,0,0,3,0,2,9,0,0,1
"4058",2014,9,2,1,0,0,3,0,2,3,0,0,1
"4059",2017,7,2,1,1,3,3,9,2,3,0,9,1
"4060",2015,10,1,9,9,9,2,0,2,9,9,0,19
"4061",2014,10,1,0,2,1,9,9,2,3,1,9,1
"4062",2014,8,3,0,9,9,4,0,2,1,0,0,22
"4063",2016,4,1,0,9,9,1,0,3,1,0,0,1
"4064",2015,8,3,0,9,4,2,9,2,1,1,0,1
"4065",2013,10,5,0,0,1,3,0,2,9,0,0,1
"4066",2016,10,1,0,2,1,2,0,2,1,0,1,4
"4067",2016,7,2,0,9,0,1,0,3,3,0,0,1
"4068",2016,8,2,1,1,3,2,0,2,4,0,0,3
"4069",2014,6,1,9,1,4,2,9,9,9,0,9,2
"4070",2015,10,1,0,9,9,1,9,2,2,0,0,6
"4071",2014,7,1,0,9,4,9,0,2,9,0,9,1
"4072",2016,7,2,0,1,4,3,9,3,2,1,9,1
"4073",2015,11,5,0,2,2,1,0,2,2,0,0,1
"4074",2014,7,9,1,1,0,3,0,3,1,0,0,1
"4075",2014,5,6,1,9,3,3,0,1,2,0,0,3
"4076",2014,8,2,0,9,0,2,0,2,2,0,0,10
"4077",2015,10,2,0,1,2,1,0,2,2,0,0,3
"4078",2013,8,3,0,9,1,2,9,2,1,0,9,2
"4079",2013,7,3,0,0,4,3,9,2,1,0,0,1
"4080",2016,12,1,0,0,9,2,0,2,4,0,0,1
"4081",2014,8,2,0,9,0,9,0,2,9,1,1,2
"4082",2017,7,4,0,0,1,3,0,1,2,9,9,1
"4083",2015,1,1,0,1,0,3,0,1,1,0,0,1
"4084",2015,8,1,0,9,4,3,1,2,9,0,9,9
"4085",2017,7,2,0,9,2,2,1,2,4,0,9,2
"4086",2014,10,1,1,9,1,1,0,2,2,1,9,1
"4087",2014,11,2,1,1,0,3,0,2,3,1,0,1
"4088",2015,8,3,0,9,4,3,9,2,9,1,1,7
"4089",2013,12,1,0,9,9,3,0,2,1,1,1,17
"4090",2014,6,3,0,1,3,2,9,3,2,0,9,1
"4091",2014,8,2,1,2,0,3,9,2,9,1,1,1
"4092",2015,5,1,1,9,2,3,0,9,2,0,0,1
"4093",2015,4,1,9,9,3,3,0,1,3,0,0,2
"4094",2016,8,2,1,1,0,2,9,2,2,0,0,1
"4095",2016,4,1,0,1,4,1,0,2,4,0,0,1
"4096",2015,11,1,0,9,4,2,0,2,2,0,0,54
"4097",2016,6,1,1,0,1,3,9,9,1,0,9,2
"4098",2017,8,3,0,9,9,1,9,2,3,1,0,1
"4099",2017,8,3,0,1,3,2,9,2,9,9,9,1
"4100",2014,13,3,0,0,1,3,0,2,1,0,0,4
"4101",2015,6,1,0,9,9,2,0,1,4,0,0,53
"4102",2015,7,3,0,2,9,2,0,2,1,0,0,1
"4103",2016,4,6,9,9,4,3,0,3,2,0,0,1
"4104",2015,12,2,0,9,9,2,0,2,9,0,1,1
"4105",2017,7,4,0,9,9,3,9,2,3,0,0,1
"4106",2015,9,2,0,1,1,3,9,2,9,0,9,9
"4107",2017,5,1,9,9,9,1,9,3,4,0,0,1
"4108",2013,12,9,0,9,3,2,0,2,9,0,0,4
"4109",2016,8,2,0,9,0,2,1,2,4,1,1,1
"4110",2014,7,3,0,9,3,2,9,9,9,9,9,17
"4111",2015,10,1,1,2,1,4,0,2,1,0,0,1
"4112",2013,11,3,1,0,3,2,0,2,1,1,0,1
"4113",2015,5,1,9,9,9,2,9,3,1,9,9,1
"4114",2015,12,1,0,0,1,1,0,2,1,0,1,1
"4115",2017,6,3,0,9,9,4,9,9,1,1,1,1
"4116",2015,5,2,1,2,2,3,0,1,3,1,0,1
"4117",2017,6,1,0,9,2,4,0,2,2,1,0,2
"4118",2016,7,1,0,2,3,3,0,9,9,1,0,1
"4119",2015,5,3,0,9,1,4,0,1,9,0,9,1
"4120",2014,5,2,0,0,1,3,0,1,2,0,0,22
"4121",2016,7,1,0,9,1,1,0,2,1,0,9,1
"4122",2016,10,1,0,9,9,3,1,2,9,1,9,1
"4123",2017,11,1,0,9,9,1,9,2,3,0,0,10
"4124",2014,12,2,0,9,0,2,0,2,3,1,9,3
"4125",2013,7,2,0,9,4,2,0,3,3,0,9,2
"4126",2017,8,6,0,9,9,4,9,2,9,9,9,1
"4127",2014,8,1,0,9,1,3,9,2,9,1,9,1
"4128",2014,6,1,0,9,3,3,0,9,2,0,0,14
"4129",2013,9,1,1,1,1,1,0,2,9,0,0,2
"4130",2013,9,2,1,1,0,2,0,2,9,1,1,4
"4131",2015,7,1,1,9,9,2,0,3,1,0,0,2
"4132",2013,8,1,0,9,2,2,1,2,1,0,0,27
"4133",2014,10,9,1,9,9,2,0,2,9,1,9,1
"4134",2016,7,1,1,1,3,2,0,3,2,0,0,4
"4135",2017,11,1,0,9,0,1,0,2,2,1,1,7
"4136",2015,8,6,1,9,2,3,9,2,1,0,0,1
"4137",2017,9,3,0,9,9,2,9,2,1,9,0,4
"4138",2013,13,1,0,9,4,2,0,2,9,1,0,4
"4139",2014,6,1,0,1,3,3,0,9,9,0,0,2
"4140",2017,8,1,0,9,1,2,1,2,4,1,0,1
"4141",2014,9,9,0,9,9,3,0,2,2,0,9,2
"4142",2015,10,5,0,1,9,1,0,2,4,0,0,1
"4143",2017,9,1,1,9,0,2,0,2,3,1,1,6
"4144",2015,4,1,1,2,3,4,0,1,1,0,0,5
"4145",2015,6,9,0,1,2,2,0,9,1,0,0,3
"4146",2015,6,1,0,0,9,2,0,9,9,9,0,4
"4147",2016,3,2,1,9,0,2,0,2,3,0,9,1
"4148",2015,12,2,0,9,0,9,0,2,9,0,9,1
"4149",2016,9,3,1,9,9,3,9,2,9,1,0,1
"4150",2013,11,1,0,1,3,1,0,2,3,0,1,1
"4151",2015,7,2,0,9,9,9,0,1,2,1,0,1
"4152",2014,9,1,0,0,3,2,1,2,3,1,0,1
"4153",2015,5,3,0,2,4,2,0,1,2,1,0,2
"4154",2015,12,5,1,1,0,2,0,2,4,0,0,1
"4155",2015,6,1,1,9,4,2,0,1,1,1,0,3
"4156",2013,9,6,0,9,1,2,0,2,2,0,0,9
"4157",2017,5,1,0,9,1,2,0,9,9,0,0,2
"4158",2015,6,2,0,9,0,2,0,1,4,0,9,7
"4159",2014,13,3,0,1,1,3,0,2,1,0,1,1
"4160",2017,5,2,0,9,0,3,0,1,1,0,9,2
"4161",2014,4,5,0,1,3,1,0,1,3,0,0,4
"4162",2013,7,9,0,9,9,2,0,1,9,1,0,3
"4163",2014,6,1,1,9,0,2,9,3,2,0,9,1
"4164",2015,11,1,0,9,9,2,9,2,3,0,9,1
"4165",2014,8,3,0,0,4,2,0,2,2,1,0,2
"4166",2014,8,2,0,9,0,3,0,2,3,1,0,2
"4167",2017,7,1,0,9,9,4,0,1,9,0,9,23
"4168",2013,7,1,0,9,4,3,1,2,9,1,0,3
"4169",2015,7,3,0,0,1,3,0,9,9,1,0,1
"4170",2014,12,5,0,0,2,3,9,2,4,0,0,1
"4171",2014,10,1,1,0,0,4,0,2,1,1,1,1
"4172",2014,7,5,0,9,9,1,9,9,9,0,9,1
"4173",2015,11,1,1,9,9,2,0,2,2,0,0,18
"4174",2016,4,1,0,1,3,2,0,1,1,1,1,1
"4175",2014,7,6,0,9,3,2,9,9,3,0,0,1
"4176",2017,9,2,0,1,1,1,0,2,4,0,0,21
"4177",2017,9,6,0,9,0,2,9,2,1,0,0,1
"4178",2016,8,1,0,1,3,3,9,2,1,1,9,2
"4179",2017,6,1,0,2,0,2,0,2,1,0,0,3
"4180",2013,10,1,1,9,3,3,0,2,2,1,0,4
"4181",2014,5,5,0,1,9,3,0,2,9,0,0,2
"4182",2017,8,1,0,2,2,2,9,2,3,0,9,2
"4183",2017,10,1,1,9,3,3,0,2,3,1,1,1
"4184",2017,7,6,0,1,0,3,0,9,2,0,0,1
"4185",2014,7,9,0,0,3,2,0,9,9,0,0,10
"4186",2015,8,2,0,9,4,2,1,2,2,0,9,1
"4187",2016,2,1,1,0,2,3,0,1,1,0,0,4
"4188",2016,9,2,0,2,0,1,0,2,9,0,0,1
"4189",2017,4,1,0,9,3,3,1,2,2,0,0,2
"4190",2017,6,1,1,1,9,4,0,9,1,1,0,1
"4191",2017,7,2,0,1,4,2,0,2,9,1,1,1
"4192",2013,11,1,0,9,9,9,9,2,9,9,9,35
"4193",2013,13,1,1,9,2,2,0,2,2,1,0,3
"4194",2015,5,2,0,1,0,3,0,1,2,0,0,40
"4195",2015,9,2,0,9,9,2,9,2,9,0,0,2
"4196",2015,3,1,0,2,9,3,0,1,4,9,9,1
"4197",2016,9,9,0,9,1,2,0,2,4,1,1,1
"4198",2015,5,1,0,2,9,2,0,1,2,0,9,2
"4199",2014,11,1,0,9,1,1,0,2,1,0,0,27
"4200",2015,11,9,0,9,9,1,0,2,9,0,0,5
"4201",2013,10,1,1,9,2,2,0,2,4,1,0,2
"4202",2016,10,1,1,9,4,1,0,2,9,0,0,2
"4203",2016,9,3,0,1,3,3,0,2,1,0,0,28
"4204",2015,6,2,0,1,1,2,9,9,9,0,9,8
"4205",2014,11,2,0,9,4,1,0,2,9,0,9,4
"4206",2016,9,1,1,9,0,3,0,2,3,1,0,8
"4207",2014,10,9,0,2,3,2,0,2,2,0,0,1
"4208",2013,7,3,0,9,2,3,0,3,1,1,0,2
